user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
GlobalPandemic.NET,WORLDWIDE,Breaking News & Critical Information to SURVIVE the Coronavirus Outbreak / Civil Unrest,2010-07-13 21:58:05,26112,26032,2,False,2020-07-28 03:43:04,"ALERT: Portland: Riots hit 60th consecutive night as mayor keeps
fighting feds – and shootings and stabbings break… https://t.co/f8pluI64UC",,GlobalPandemic.NET,False
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,510,1,0,False,2020-08-18 18:15:34,"174 new cases and 10 new deaths in Canada 

[19:15 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False
Al Arabiya English,Dubai,The Arab world’s leading source of global news and opinion.,2009-02-28 08:31:32,853292,41,1,True,2020-08-01 15:58:50,"At least 33 crew members confined on a #Norwegian cruise ship have tested positive for the new #coronavirus, the co… https://t.co/j1nUmKqZLX","['Norwegian', 'coronavirus']",Sprinklr,False
EmpTunes On iTunes,UK,Available On All Music Streaming Sites,2012-03-30 02:00:52,348,58,104,False,2020-08-13 07:45:06,In The Doom Days Of #COVID19 And Other Troubles There Is A Song Produced For You To Meditate For Solutions... https://t.co/guvtdVDVXA,['COVID19'],IFTTT,False
Jarrod J. Cain,,Why is this section so hard to fill out?,2014-04-22 19:40:21,25,63,237,False,2020-07-28 03:21:44,The CEOs are going rabid! @realDonaldTrump Please help us middle class hard and educated workers who are being laid… https://t.co/CZ0hgLASrj,,Twitter for Android,False
Tiger and Kitten,Reality,"We do 2 or 4 wheels.
One wheel proved unsuccessful. Repeatedly.
So don't let your ambitions outweigh your talent.
Views are through our helmet visors.",2011-12-22 08:35:55,440,3139,2056,False,2020-08-22 07:47:08,"@sunrainmakerain @DanielAndrewsMP He *might* be right from a purely scientific theory perspective, but the world is… https://t.co/1PFX4evync",,Twitter for Android,False
Nine News Sydney,"Sydney, Australia",Sydney's No.1 News with @PeterOverton and @GeorgieG. Nightly at 6.00pm on @Channel9. #9News,2010-07-28 05:48:13,124737,395,769,True,2020-08-14 03:46:59,"Prime Minister Scott Morrison has apologised for governmental failures in tackling the #COVID19 pandemic, but has b… https://t.co/WhGLr7ef9A",['COVID19'],TweetDeck,False
PharmaState,"Delhi, India","The Online Ecosystem of the Pharmaceutical Industry
for Discussions, Jobs, Pharma News & Updates, Professional Profile display space, B2B & much more...",2016-07-28 17:39:45,375,117,0,False,2020-07-28 04:46:04,"Coronavirus19 / COVID19 Update | 28 July 2020
Follow #PharmaState Page &amp; get Covid-19 Exclusive Updates!… https://t.co/e6WCB1wXym",['PharmaState'],Twitter Web App,False
AUTODOCUMENT,"Lagos, Nigeria","Vehicle particulars facilitation and delivery.
Vehicle sales.
contact: 09053030471
location: Alausa, Ikeja.",2020-06-19 20:53:57,110,142,82,False,2020-08-12 06:20:31,"@Otunbakush1 Let get your vehicle papers done and delivered to your place of convenience
We got you covered.
We are… https://t.co/BDpAwRVGeQ",,Twitter for Android,False
BenHillCountyEMA,"Fitzgerald, GA",,2018-10-09 21:13:01,12,17,0,False,2020-08-10 16:23:45,"Here is an update from the CDC on COVID19 - August 10 2020 12:22:01

https://t.co/Rn4qqfHW8U

#COVID19… https://t.co/jHl9VTGSG1",['COVID19'],Zapier.com,False
National Herald,"New Delhi, India","National Herald—founded in 1938 by Jawaharlal Nehru—is a news website and weekly newspaper with a focus on people, governance and current affairs",2014-06-27 05:46:24,100766,315,333,True,2020-08-30 04:00:02,"The residential building Prabhukunj, where playback legend #LataMangeshkar lives, #BMC on Saturday as a precautiona… https://t.co/wQ3Bo8q9Zb","['LataMangeshkar', 'BMC']",National Herald,False
TekFiz,World wide,"TekFiz covers the latest news on science, technology, gaming, and digital culture, addressing the largest context from a global perspective.",2010-03-24 12:14:11,1083,1016,36,False,2020-08-18 17:11:58,#WHO warns that young people are spreading #COVID19 https://t.co/XgeQpUsLBm via @tek_fiz,"['WHO', 'COVID19']",Twitter Web App,False
Ashleigh Stewart,"Dubai, United Arab Emirates","Journalist. Currently: Dubai - via NZ, Tokyo & Jakarta. @asianewzealand Leadership Network. Waseda univ. alum. 早稲田大学 https://t.co/JK7nez3K93",2012-03-09 08:59:27,16271,882,7050,True,2020-08-11 09:33:47,"New Zealand's director general of health Dr Ashley Bloomfield tells the nation at 9pm at night, after a hasty press… https://t.co/78DX60eMWg",,Twitter Web App,False
PIB in Mizoram,"Mizoram, India","Official Twitter account of Press Information Bureau, Government of India, Mizoram, Aizawl.",2017-10-20 08:54:10,3617,117,111,True,2020-08-22 03:27:48,"#Mizoram: 8 new #Covid19 positive cases detected during last 24 hrs.

Total Cases 903
Cured/Discharged 420
Active Cases 483","['Mizoram', 'Covid19']",Twitter for Android,False
The Day,"London, England","An online daily newspaper for children, recommended by the UK Department for Education. We publish topical news analysis encouraging debate, for ages five to 18",2010-11-04 10:49:32,2390,1975,872,False,2020-08-13 08:30:12,"Stories from the past week: 
1/ Is ""zero"" the greatest idea of all?
2/ Should James Bond change with the times?
3/… https://t.co/MUge8l8rf9",,Twitter Web App,False
Abdulkadir Nasidi,"Abuja, Nigeria. ","#Energy Entreprenure|#Leadership|
#Founder/CEO, @Carvenservice |#BDSP|#Wannem shina Nne uzo|#Eko oni Baje♡|",2013-09-18 20:02:54,3662,3583,130689,False,2020-08-11 08:26:27,"#SchoolsMustShutdown
If schools remain closed much longer, eventually parents will have to invent the #COVID19 vacc… https://t.co/k9fJ8CuYMs","['SchoolsMustShutdown', 'COVID19']",Twitter for Android,False
moneycontrol,Mumbai,"Moneycontrol is India’s No. 1 financial portal. Tune in for breaking news, in-depth analyses, best investment tools. Get #MCPro for exclusive content & benefits",2009-08-26 07:55:29,889138,285,980,True,2020-07-28 05:36:10,"""With respect to therapeutics... I think over the next couple of weeks, we'll have some really very good things to… https://t.co/IpDNliW4Wf",,Twitter Web App,False
BD,"Franklin Lakes, NJ","Tweeting news and information about BD (Becton, Dickinson and Co.) - a leading global medical technology company. #bectondickinson #BD #BDX",2009-11-24 23:10:59,9943,623,837,False,2020-08-18 17:30:18,The rapid spread of #COVID19 has challenged health systems and strained ICU capacity in hospitals. Learn more about… https://t.co/fBSJi8lF6Q,['COVID19'],Salesforce - Social Studio,False
leaveifyoucan,,,2019-03-20 20:00:41,2322,2320,4,False,2020-08-08 10:38:05,Trump's plan to get #COVID19 under control is in the mail.,['COVID19'],Twitter Web App,False
ATF Vile Parle,"Mumbai, India",Our goal is to get folks to a healthier place!,2016-09-14 10:24:50,48,60,10,False,2020-08-22 03:32:01,#happyganeshchaturthi #anytimefitness #anytimefitnessvileparle #anytimefitnessindia #gettoahealthierplace… https://t.co/xMfIih2Aif,"['happyganeshchaturthi', 'anytimefitness', 'anytimefitnessvileparle', 'anytimefitnessindia', 'gettoahealthierplace']",Instagram,False
Brown Butler Chartered Accountants,"Leeds, England","Formed in 1919, we are proactive accountancy and tax specialists advising and supporting UK business owners and accountants.",2018-12-07 11:39:15,166,128,116,False,2020-08-12 09:31:14,"#COVID19 - UK officially in #recession for first time in 11 years

https://t.co/yCd4uhWXbz","['COVID19', 'recession']",Hootsuite Inc.,False
Brian H. Gill,central Minnesota,"Writer, blogger, artist: in the heart of Darkest Minnesota. Catholic convert, husband, father of 4 surviving kids. Recovering English teacher.",2009-02-25 02:40:20,1249,958,1803,False,2020-07-25 08:01:02,"""COVID-19 and Minnesota Masks"" https://t.co/PbSP6ejq23 A quick look at Emergency Executive Order 20-81, conspiracy… https://t.co/BLb5mQZmMj",,Hootsuite Inc.,False
Alyssa K,"Philadelphia, PA",Public health nerd who believes healthcare is a human right. All opinions here are my own.,2009-05-26 15:37:55,408,1218,3361,False,2020-08-01 16:15:27,Where are y’all getting quarters right now? A coin shortage in a global pandemic is rough for people with coin laun… https://t.co/OVvmJCeEMb,,Twitter for iPhone,False
Arirang News,대한민국 서울,Your Daily Source For Korean & Global News,2016-10-04 07:58:41,7442,14,6744,True,2020-08-22 04:02:50,"▪ TRAINEE DOCTORS STRIKE

Trainee doctors protest against plan to increase number of medical students

#COVID19… https://t.co/9GOkOkOWXt",['COVID19'],Twitter Media Studio,False
Hymie holder,On the phone,"Father of two, husband of one, #LFC, #CRICKET, SUFFOLK FA licence coach, DC Girls under 13 under 14 boys, #IVR, development of young players views are my own",2011-08-10 16:51:07,134,455,5135,False,2020-08-30 06:35:46,"excited to get a match on @ivrfcyouth @Felixseasiders girls, #COVID19 procedures in place by a proper club @SuffolkWomens #keepfootballsafe","['COVID19', 'keepfootballsafe']",Twitter for iPad,False
KrushnaPrasad Das🇮🇳,"Orissa, India","I'm Student 🧑

Lives in-Baripada(MBJ)

From-Odisha

latest news update 👍

I Love Cricket 🏏 

and i love (MS.DHONI)❣️

And...And...I support 🙏 Bjp Government",2020-04-02 13:25:59,9,27,750,False,2020-07-27 02:39:08,"Ug,PG's final semester hearing today. It remains tobe seen what the current government is saying Please clarify… https://t.co/EPemmUwZX0",,Twitter for Android,False
Little Ninja UK,London,Children are exposed to five times more #airpollution during the #schoolrun. Highest level on main roads & near #idling vehicles = stunted lung & brain growth😱,2018-03-18 15:34:42,3334,1632,17267,False,2020-07-25 11:54:54,@helenafmckeown @grantshapps @ExtinctionR @rosamund_ElsFdn @Privatecarfree LTNs are not an Emergency Response for t… https://t.co/riHIJhHlJ9,,Twitter Web App,False
Jitender Bhardwaj,"New Delhi, India","Covering (MHA) Internal & External-intelligence-agency, Security force, Border Management, India’s neighbouring nations.",2013-05-14 09:11:41,1842,171,7170,False,2020-07-25 04:13:14,"Single-day spike of 48,916 positive cases &amp; 757 deaths in India in the last 24 hours. 

Total #COVID19 positive cas… https://t.co/5mV5wLhkeb",['COVID19'],Twitter for iPhone,False
Rich Tehrani,"Trumbull, CT",CEO TMC: #Futurist #Influencer #Keynote #Speaker #Cloud #IoT #Blockchain #Cybersecurity #VoIP #CRM #UCaaS #BigData #Analytics #AI #MachineLearning #SDWAN #IIoT,2007-04-30 14:30:41,25461,25004,28956,False,2020-07-25 03:10:02,"Face Masks Shouldn’t Be an Option https://t.co/EIn4sLKdG5

#pandemictech @news_pandemic #CoronaVirus… https://t.co/ngIuKbLe0C","['pandemictech', 'CoronaVirus']",Buffer,False
JLC,"Sunrise, FL",,2017-06-21 16:44:09,45,290,1827,False,2020-07-28 05:14:50,want to turn this great nation of ours into a socialist (communist) country. ##Trump2020 #COVID19 #BuyGoya,"['Trump2020', 'COVID19', 'BuyGoya']",Twitter for iPhone,False
FXNewsSports,"Knoxville, Tennessee","Breaking News, the Best Sports Shows and everything Tennessee Sports - H.S. to Professional! | Created by UTK Alumni. #VFL #Vols #GB🍊",2012-08-19 15:47:48,2605,460,5345,False,2020-08-30 02:27:36,"@littllemel It's about the #Election2020 - not health. @realDonaldTrump 
RETWEET THIS FULL DATA SHEET, WITH BREAKDO… https://t.co/OMjgjQKGd6",['Election2020'],Twitter Web App,False
New Delhi Times,"New Delhi, India","New Delhi Times, the most authentic source of news from India since 1991.",2013-02-26 09:00:36,188423,195,10,True,2020-08-17 06:23:47,"National Geospatial Intelligence Agency solicits proposals to counter future pandemics
By @_Himansh_
#USA… https://t.co/d5wFvIzTbb",['USA'],WordPress.com,False
Free Malaysia Today,"ÜT: 3.099457,101.681025",Free and Independent #FMTNews,2010-01-05 16:17:15,154808,2,0,False,2020-08-30 00:46:24,Researchers say Brazil's outbreak is advancing at a slow but steady pace. #FMTNews #Covid19  https://t.co/SNZuDDZ4a2,"['FMTNews', 'Covid19']",Twitter Web App,False
Colegio La Fontaine,"Cali, Colombia",Education Equality for Colombian children. Help us bridge the digital gap with internet access and technology.,2018-04-29 01:08:48,45,100,84,False,2020-08-09 03:32:20,Children in #calicol need your help 💙 #educación #virtual #COVID19 #onlinelearning Watch full video here ▶️… https://t.co/HztKE770Ob,"['calicol', 'educación', 'virtual', 'COVID19', 'onlinelearning']",Twitter for iPad,False
Rajnarayan Vishwakarma,"Mumbai, India",Freelance Web Developer/Designer & also Web #Journalist,2010-01-21 07:32:17,24,121,577,False,2020-07-28 05:23:34,The production of the Oxford coronavirus vaccine named Covidshield—one of the frontrunner #COVID19 vaccine candidat… https://t.co/pTEee7copv,['COVID19'],Twitter for Android,False
Dushyant Vachhani,,,2010-02-11 00:42:17,33,44,35,False,2020-08-14 03:06:48,@mm_schill @ThinkUpstream @NaomiKritzer Do in person #EarlyVoting (able &amp; willing) as it gets counted on Nov-3 EOD.… https://t.co/qbo0WsQr1S,['EarlyVoting'],Twitter Web App,False
Shadman islam,,404 Bio not found,2019-05-30 11:44:41,1,60,9,False,2020-07-31 17:41:18,"2021 be like:
#PlagueInc #plague_inc #ndemic_creations #COVID19 #CoronavirusPandemic https://t.co/rRU3hk3TC2","['PlagueInc', 'plague_inc', 'ndemic_creations', 'COVID19', 'CoronavirusPandemic']",Twitter Web App,False
🏙🥂Carrie (Carol) Bell 🥂🌃,"Wentworth, Surrey","Champagne/EnglishSparkling/fine wine/fine dining blogger: Celebrated Property Professional/Liveryman; travel/sailing/rugby enthusiast, - WSET L2/3. Views my own",2011-08-11 15:35:56,765,1177,22154,False,2020-07-25 01:53:42,To those still thinking that their belief in their God and the power of prayer will save them from #COVID19 - it wo… https://t.co/TPSJIMAieB,['COVID19'],Twitter for iPad,False
Awoniyi oluasanmi samson,,Multilevel network marketer,2020-06-25 10:12:09,1,2,3,False,2020-07-28 03:55:38,"I will promote and share your link to 300m facebook, tumble, linkedin, twitter audience
  kindly click on the link… https://t.co/rs8I1ymUCT",,Twitter Web App,False
Claromentis,UK • USA • AU • CA,"Go beyond the #intranet to the #digitalworkplace.   We help your #business share information, work smarter, and engage with people to reach your goals.",2008-11-14 22:18:59,5555,4449,171,False,2020-08-18 16:15:16,"As businesses rely on ​intranet software​ during lockdown, employees are being encouraged to be autonomous in their… https://t.co/kxdXUld6a0",,Sprout Social,False
Ding-A-Ling,"San Antonio, TX","Amateur troll, he/him/dude/bro/bruh",2012-07-12 10:15:55,66,359,113,False,2020-07-27 06:37:05,@tequilacowgirl Suck it up butter cup. I had it a few weeks ago and other then having the shits. It wasn’t that bad… https://t.co/5DxMZl8aLT,,Twitter for iPhone,False
TereIncognita🔬🇺🇸🇵🇭,,One True Faith. Pray the rosary daily. The devil fears the Most Holy Virgin Mary! The devil also hates Latin. Ad Iesum per Mariam.,2020-03-22 16:31:59,204,120,11419,False,2020-08-02 20:32:57,"@NewBeginning444 @inquirerdotnet They're all tainted, some more than others.

Want a really rude #awakening? Listen… https://t.co/72M4G1HRjY",['awakening'],Twitter Web App,False
Healthy Sandwell,"Sandwell, West Midlands","Healthy Sandwell is part of Sandwell Council’s public health team. Our aim is to get #Sandwell healthier and happier, and to keep people well for longer.",2014-07-31 14:15:31,1816,456,3768,False,2020-08-12 09:18:08,"To help stop the spread of #COVID19, avoid close contact with anyone you don't live with &amp; wash your hands regularl… https://t.co/IM4HJ3za78",['COVID19'],Twitter Web App,False
Nine News Gold Coast,"Surfers Paradise, Gold Coast",Gold Coast's Number 1 Television News. Email stories to goldcoastnews@nine.com.au or call (07) 5579 1900.,2009-04-24 01:52:23,38614,472,2103,True,2020-07-27 03:15:02,"Thousands of protesters are vowing to march in the CBD tomorrow, despite the Supreme Court blocking the demonstrati… https://t.co/WtZA1Y8f69",,Hootsuite Inc.,False
